,collected_at,sensor_name,last_update,trigger,annotation
257640,2022-07-07 11:46:08.473261+10:00,m3,2022-07-07 11:36:05+10:00,,
258635,2022-07-07 11:45:22.413264+10:00,m5,2022-07-07 11:36:07+10:00,,
259119,2022-07-07 11:36:27.795075+10:00,m7,2022-07-07 11:36:14+10:00,,
259300,2022-07-07 11:36:37.833006+10:00,m4,2022-07-07 11:36:25+10:00,,
259741,2022-07-07 11:36:53.786752+10:00,m7,2022-07-07 11:36:35+10:00,,
259960,2022-07-07 11:37:13.916796+10:00,m4,2022-07-07 11:36:45+10:00,,
262261,2022-07-07 11:37:25.821023+10:00,m7,2022-07-07 11:37:06+10:00,,
264725,2022-07-07 11:37:43.841637+10:00,m7,2022-07-07 11:37:26+10:00,,
265935,2022-07-07 11:38:11.888020+10:00,m4,2022-07-07 11:37:35+10:00,,
267076,2022-07-07 11:38:15.926295+10:00,m7,2022-07-07 11:37:53+10:00,,
268408,2022-07-07 11:38:51.934818+10:00,m7,2022-07-07 11:38:31+10:00,,
269209,2022-07-07 11:38:51.941440+10:00,m4,2022-07-07 11:38:37+10:00,,
269428,2022-07-07 11:39:11.946561+10:00,m7,2022-07-07 11:38:51+10:00,,
270517,2022-07-07 11:39:23.976535+10:00,m4,2022-07-07 11:38:57+10:00,,
271179,2022-07-07 11:40:26.049613+10:00,m7,2022-07-07 11:39:25+10:00,,
271359,2022-07-07 11:40:00.026708+10:00,m4,2022-07-07 11:39:40+10:00,,
272448,2022-07-07 11:40:48.081011+10:00,m4,2022-07-07 11:40:11+10:00,,
273212,2022-07-07 11:41:30.140961+10:00,m4,2022-07-07 11:40:47+10:00,,
274527,2022-07-07 11:41:06.106811+10:00,m7,2022-07-07 11:40:50+10:00,,
275203,2022-07-07 11:41:24.123625+10:00,m7,2022-07-07 11:41:10+10:00,,
275644,2022-07-07 11:41:50.158181+10:00,m7,2022-07-07 11:41:30+10:00,,
275905,2022-07-07 11:42:04.169233+10:00,m7,2022-07-07 11:41:50+10:00,,
276084,2022-07-07 11:42:12.183791+10:00,m4,2022-07-07 11:41:58+10:00,,
276210,2022-07-07 11:42:34.214898+10:00,m7,2022-07-07 11:42:11+10:00,,
